Country Name,Country Code,Indicator Name,Indicator Code,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.877474129,9.268666338,9.614565393,7.890703326,6.170552427,-5.129448165,11.46694243,9.060833325,4.852399572,7.725142675,3.147291194,5.197391363,4.308542714,5.264326595,5.799548415,3.012984873,0.79269899,6.804824918,3.685667782,2.402530992,3.164708636,3.202453795,2.809103268,2.946881715,3.15963574,2.907403774,2.24397786,-0.709415359,4.145323954
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,33.99046756,8.436165645,4.858291252,0.605127159,2.473325258,3.662054728,-1.789009125,4.694581871,0.213332576,3.014283152,17.32602042,10.24029806,10.60904498,7.514773,5.991575511,2.479756943,-7.076056431,-2.37026412,9.628406975,6.6258183,1.149300437,0.500876982,0.593019617,2.925868226,-4.712106209,2.433981268,-0.551959288,-8.855278923,
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.113656858,5.439609866,0.429631802,3.975650155,5.154981075,2.440225877,0.474870666,3.557607424,0.20657589,0.428243363,2.502882743,5.434989126,4.074247784,5.175901796,5.459771119,3.841286303,-2.079352752,6.717022406,4.485819964,2.380916156,2.871330585,1.356011812,0.417201872,-0.292896399,2.007824943,1.6295792,0.684181877,-6.503783743,6.349898717
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.912556556,8.15901853,7.031254328,6.928323725,6.872091273,3.967608091,7.306376073,5.798782326,5.751412882,5.918743682,6.067002304,6.35769548,7.107568369,8.619266209,7.596828801,7.824902763,7.501774913,8.526905517,8.038652681,8.026098434,8.026300226,7.611963441,7.270065843,7.022836255,6.892530873,6.247960008,5.457735092,0.50303183,2.528351001
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.7656698,8.105241978,6.448862568,11.28593572,1.054966669,3.665723784,-0.525584634,1.341871619,3.839669278,3.423149827,3.227098269,6.679444617,2.68577931,1.549515002,9.310622525,9.069128269,10.23215558,7.975135559,0.867339877,2.564791337,3.827873498,2.484060106,0.462320792,1.55454941,0.782014001,-1.702174807,-7.15724707,-21.39989992,-7.00123936
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,2.920274766,3.763017617,-30.14513273,2.619846895,5.281212453,8.043909972,9.535275363,7.145691128,5.300540503,6.09982524,8.200768225,7.993814446,8.687287816,0.7013931,-0.01856497,-1.554958617,2.45515592,1.157575122,-2.467297635,-2.982491276,4.986712835
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,3.679270408,-1.762838871,-0.958897333,13.01603725,4.461638996,11.87075652,6.50052542,6.229982786,-0.162048239,-4.400181763,5.027247672,-50.33851514,86.82674844,-17.99796157,-23.04280583,-0.842656252,-1.490941117,32.49180219,7.941367853,-11.19569459,-23.92978245,31.37242223
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.583199758,1.598560162,1.748225865,2.922587957,-0.694130142,6.286471215,2.670603511,0.048748554,-3.408063962,0.416450493,4.264611487,7.26740887,-0.410304726,6.195257291,1.691618574,4.94932194,-2.828899548,1.603862385,5.483411333,-0.19985174,-3.174377604,1.416157186,-1.362037196,3.753021478,3.387056508,2.880820578,-0.650157505,-24.36461878,12.22986221
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.17448226,5.379297037,0.846333963,4.05975271,5.289208253,2.644274833,0.643603588,3.561395818,0.488429089,0.526894701,2.545916169,5.586349035,4.009920809,5.059213301,5.288423046,3.729179563,-1.991761622,6.427384022,4.448732257,2.570633245,2.854447192,1.387368735,0.523919552,-0.16250612,1.87848999,1.630166603,0.734395356,-6.64470127,6.548269426
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.119826474,0.957483216,5.804319284,5.583272026,5.919372303,3.963718335,3.959882696,4.288384166,5.267213393,5.003166082,5.045727392,6.328567193,7.361917431,6.876940433,7.234538871,6.337657127,3.91216951,6.214343898,2.999563455,2.159898686,5.605121456,5.574219719,2.464414358,4.011601481,4.320295334,4.377225591,4.864991792,0.682460807,1.864575847
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.867275936,1.544458278,5.028420972,5.713619498,6.938992,3.737520452,2.588053988,3.341300328,4.947656493,4.381188877,4.963076672,6.000432325,6.497683201,5.963919165,6.182685271,5.407577806,3.55460259,6.790914656,0.595766154,-3.973715784,3.361648878,4.381149751,-0.201100148,2.356927979,2.969168997,3.109914496,3.737002973,-0.01227864,1.890466625
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.332101206,6.866144132,5.8755504,6.9053018,7.225134855,7.761262837,10.4109232,3.220193082,-0.733092455,-0.993919947,-1.937565341,3.039172103,4.828076777,8.644968573,3.325963509,1.798088478,-1.15748292,,,,,,,,,,,,
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.900063251,5.599918725,5.500085234,3.799967206,6.405399696,4.698423048,4.300540498,6.000033158,-1.545408134,3.964675685,5.940269078,5.445061279,6.241748044,7.668291901,6.796826119,5.950088145,3.538912053,8.01596737,8.669483012,8.632181377,4.05174633,6.377978897,4.205955475,5.05362489,6.460681271,2.310084255,-0.220483887,-3.472296819,3.326763818
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.4113224,2.477419767,4.667179313,5.966476581,3.603479215,1.354721608,4.236896929,4.428916239,4.104514314,4.84171525,6.164487407,6.561618487,6.087261557,6.434633199,6.872913069,4.234326457,4.65211899,6.610166904,4.782177447,4.470907566,4.992225563,5.820726302,4.999915139,5.693505757,5.100651939,4.818428507,3.682907429,-3.224650264,5.588290843
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.394364141,3.3561735,3.874393207,5.47453295,5.249297654,2.620365704,3.799220883,5.828996904,3.773215381,4.761580641,6.015053998,7.670088898,7.280590121,8.190214478,8.860376721,5.89283719,3.207854077,7.929776472,6.257013912,5.365985573,5.393675708,4.983392316,4.394257291,4.557350781,5.161130854,4.881974118,3.98486112,-1.224285734,6.874833366
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.509766478,5.979873128,3.290938546,5.597035759,3.703603596,1.53765564,0.476025102,3.875546814,3.561582191,0.723835961,4.559776811,1.692374206,3.466122481,4.230094854,4.187914418,5.522028201,-1.255514626,5.266280653,4.614252238,6.334821701,1.792531445,1.710544004,3.127557724,3.605400048,-3.138174923,0.071538723,0.92750332,-8.356395734,1.347623155
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.38754461,4.487925023,5.668182437,5.070842154,5.51937515,2.786300489,4.631831303,6.977760825,5.18595635,5.989391948,6.819598771,8.181903197,7.748408316,9.282611362,10.22376069,6.92423545,3.706158847,8.024148787,7.192619197,5.879952535,5.61384718,5.312319699,4.699887698,4.477356373,5.298647165,5.426299493,4.648960721,0.134235524,7.121678462
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,5.158464317,8.310921562,7.475758724,-1.141571156,3.695525421,6.526108902,6.751414576,10.56595699,6.569490118,7.732367604,7.414121335,11.10748014,2.614423033,-14.83860837,1.651240653,6.03900816,3.843864749,3.550072843,3.537009879,2.024583955,2.518828273,4.282596951,3.993310328,4.625103139,-0.021762974,5.981032113
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.200650703,3.820920195,1.432199989,1.398074483,5.419833294,6.67451219,8.175181563,6.938130249,3.074354999,3.2254169,2.619378579,4.231891307,2.482874748,6.016715044,8.098667607,-0.300176194,-3.238954027,3.760413593,1.044298695,1.64990203,3.171790499,2.623086016,2.269784484,4.978190437,1.317187663,1.219321919,2.319925201,-0.797435589,5.102455447
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,2.588015331,8.836912784,6.335937784,2.756174216,5.675741312,6.323508159,7.088128657,8.422862207,8.284145978,10.72036596,11.97183569,9.941921628,-3.249120723,-14.26014004,-4.45556726,2.573712363,7.042247161,2.007966879,1.902172684,3.885260054,2.368614747,3.312475936,3.991854505,2.569703888,-2.202985338,4.068073863
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.185964651,4.253021115,3.29656332,-0.41926653,-0.279862298,-4.570666932,-2.358789288,5.746677091,2.888590153,8.910810237,11.64054885,26.63084724,8.075440076,13.39039029,14.47638915,3.391579839,1.27432088,25.12275964,21.61652888,9.242245928,10.75285399,-2.048380612,-21.51440527,-0.679060845,9.983305509,6.464667694,-2.511937846,-54.23590002,19.26705638
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.740591692,10.5880004,-5.405447867,12.37287628,-1.560702356,7.23855269,1.081332562,1.912872981,7.319967454,3.121449656,5.961162155,4.797018362,3.291639684,7.574631645,3.531594152,5.923277686,4.243757321,3.815717917,5.245697297,3.009961262,4.5354242,19.0472788,4.344582976,0.521185509,5.057898157,3.065641334,2.890974761,-7.187079581,7.929667942
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.913918802,2.21562469,2.117151293,1.110732749,2.237248751,3.503265289,3.300541461,3.910229176,2.187734091,1.026495639,1.087536749,2.470484168,1.89541352,5.803937636,14.42889803,0.666835003,-11.29999946,2.09999905,7.000000024,1.012217961,9.574890743,7.189187012,4.863473211,3.451551047,-3.500961422,5.95627042,6.905665492,-12.96513471,21.5535607
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,-5.877060205,1.647064503,-6.542192023,-3.368254529,2.107716048,6.100000413,7.799999641,6.600000038,7.39999969,7.500000139,4.79999985,3.00000024,7.800000145,-6.000000289,7.100000084,5.818166219,-0.589733963,9.04386557,4.999625923,-0.338235559,4.408886709,4.690793676,4.301477757,3.683403898,-7.380182154,13.9445896
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.099923187,-0.042101301,1.678592317,2.154204476,3.693492616,3.917074599,4.699227044,4.456858938,5.980235764,-12.4079711,9.784892121,5.257003621,4.755845097,5.39850845,5.710564197,6.712632542,-3.978708613,0.619239746,1.578427051,3.011148115,2.300376232,3.339203113,3.132298073,3.993146064,3.933307595,3.194356515,4.41123213,-7.137671622,4.40234
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,7.858646927,8.39794083,7.494683025,6.175655828,3.845810392,-3.943634354,7.268386313,13.75004982,6.033754049,-13.12905343,26.1114935,7.713867271,9.485332661,-7.228841465,7.265129068,8.566733531,2.517383942,7.281073979,7.329626203,2.88454853,6.338300636,7.209910123,8.123128908,7.097466015,-33.49279579,41.74510055
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.222490834,2.463626657,2.838790245,5.045632647,3.702752125,4.571026608,1.979459007,6.749898783,1.487286992,1.482384867,5.048570754,7.86939568,5.015554269,5.824425185,5.218504919,4.589502489,0.639797349,5.028831192,3.594957289,4.325837324,2.215422623,3.259559007,2.619873997,4.294701217,1.625479669,2.052882212,1.12254856,-3.577724651,4.476933585
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.941155848,4.941080676,-6.291230821,6.773258694,6.846852279,5.163925168,2.753554247,4.942453715,-0.404390127,-0.039844481,1.446382684,3.92059081,2.307807066,4.495077894,2.291445714,1.143584587,-5.285744137,5.118118143,3.66300793,3.642322679,1.354091962,2.849773255,3.293151528,2.630532425,2.113129135,2.194994725,-0.199047772,-7.98791234,4.720565298
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.006240667,5.877726957,8.213253819,-10.30294677,-6.445662796,-0.81939372,-1.25514282,1.354079109,6.826085172,3.741452132,-1.615875909,1.32748144,1.773007157,0.202496714,3.392015077,-7.646424121,3.673315705,5.421623829,-0.30723955,-1.2927116,3.679684139,-1.119928582,2.111108569,2.016095319,3.410419703,4.194018756,10.83921368,-1.841596424,1.114795058
Middle income,MIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.428329357,3.395832581,3.849605862,5.469355565,5.212622821,2.595727005,3.826230289,5.883515676,3.747859074,4.769888201,6.038613461,7.70710227,7.297670792,8.238423402,8.917141866,5.902866074,3.200336715,7.954551275,6.37884123,5.556045237,5.43129351,4.994429914,4.47798674,4.595647894,5.198464166,4.911516103,3.988922203,-1.244124826,6.955013891
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-7.469271319,-1.758166181,-1.114727694,1.185103889,1.439981337,3.378735647,4.339027913,4.549135783,-3.067256625,1.493665472,2.222601657,4.67408958,4.724088642,5.137025162,6.473486858,5.47200139,-0.358614857,3.358750858,2.339886045,-0.456183224,2.925257665,3.629123513,3.85586514,2.848205194,1.081772738,2.88059671,3.910419538,-6.110886711,3.964264171
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.172168177,3.779934051,0.921022398,7.055785404,4.829024339,7.57166764,5.700943654,-0.060834972,15.37623946,3.106308252,9.119041995,1.559998661,6.534778775,4.662186878,3.493616813,4.773145081,4.806322267,5.313935279,3.21313378,-0.836734632,2.29506829,7.084683881,6.171800024,5.852299199,5.305456084,4.746484327,4.756160808,-1.235450447,3.052613569
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.480749359,5.651104737,6.342493183,3.777335762,5.256980145,5.125601231,4.719974882,19.68179092,-1.174796479,2.565047048,4.074569852,0.139599084,3.383299657,2.510491947,4.775347325,3.825591401,-1.133105988,5.543569377,0.466127625,4.118660982,5.473057917,7.633119335,9.608131222,3.381115768,10.92532923,6.168984106,5.917344507,-8.324283232,10.2977636
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.766738256,6.779767595,7.203455396,6.686900342,6.034804228,5.761847221,8.478034119,12.41819164,12.46773004,11.70304562,12.98632489,13.69528734,13.56694201,13.30686931,12.50048629,11.07426765,10.4098444,10.06928609,7.520057227,6.485754004,7.898669478,8.19966375,3.277279417,10.50778078,5.7500645,6.404977325,6.750460146,3.1737744,-17.9129448
Middle East & North Africa (excluding high income),MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.091984288,2.023017675,3.058023585,6.502915674,3.940654363,6.740845254,4.585057651,6.059150916,2.704585661,3.090103749,2.247156508,7.80065106,4.533387473,5.136155753,6.124729626,3.717486693,2.631390983,5.275722462,-1.087303558,3.685849051,0.435276808,2.794344068,0.740786053,5.343002039,3.12067204,1.681820042,1.018532363,-2.934133013,4.567903593
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,4.900005846,-9.399998124,3.100000059,1.099838709,1.903936733,2.482659229,4.426050717,4.180604509,8.56641803,6.810150125,7.222752592,-5.795096995,2.734331082,3.228451021,-2.723790771,3.548979912,1.783698581,3.390381397,2.949280321,4.716465276,5.077888811,4.062944992,-15.30689376,12.43435899
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.16879155,2.134382695,6.376426886,2.235093843,3.896713584,3.339936599,3.070369011,1.146062137,2.952710543,4.732978466,7.004634574,10.62540596,7.253665441,8.55623481,10.24801636,8.900367947,-1.268598941,6.365161685,17.29077758,12.31981985,11.64891619,7.885225481,2.379835807,1.489784485,5.63687639,7.74488062,5.602244219,-4.557751973,1.636769576
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,0.343170899,-3.077975376,-12.70289344,-6.871463217,-6.684027778,-11.06976744,-17.57322176,1.395939086,-7.384230288,0.810810811,2.680965147,4.177545692,3.383458647,29.21212121,23.17073171,-19.34501142,-11.14258735,,
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.59852967,6.533396458,2.259757178,11.2025196,11.30106865,9.931251949,11.69852372,1.180300789,12.0868744,9.291051885,6.878532872,7.916407836,6.645908281,9.694374092,7.729746242,7.317755324,6.318197232,6.502353115,7.417384316,7.258439253,6.963607135,7.398512797,6.72327878,3.824214319,3.741317593,3.44381384,2.31460601,-1.233905711,2.363988418
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.873637432,-3.060732225,9.819800419,5.818826634,-4.044696525,2.777804784,3.673178323,-3.918025879,-0.799493816,1.381483962,6.928269551,4.732757925,8.566287249,18.33319876,-1.969422752,-0.331079195,0.097875872,2.620229521,4.172783283,4.470013182,4.150813186,4.274823271,5.376339237,1.260909224,6.270545694,4.772173639,5.296637357,-0.938516151,2.445368273
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.082062928,4.136142898,4.287736571,5.587843899,5.687477444,6.071940161,2.610932319,8.202791783,3.347540711,1.614918645,5.925445489,4.330019872,1.777543037,4.865544591,5.72701616,5.386962542,3.315076998,4.377203223,4.077538066,3.496118365,3.3604061,3.82696982,3.690556904,3.862468263,3.937983806,4.006740572,2.891464957,-14.59739843,3.703611124
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.691840273,-10.24018174,16.72881759,7.316681512,3.792419098,3.89525363,3.042278092,1.576077837,-4.974963848,1.700000015,5.705639436,5.420497695,3.268725825,4.699999993,9.600000005,7.639736775,8.328110275,6.874065633,4.854055111,1.885799508,5.199999996,5.700000005,2.8,2.484040626,4.000030516,4.391688296,5.448181336,0.799998331,2.751416408
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.894943334,9.212041793,9.829085197,10.00270069,7.32274185,-7.359415188,6.137612011,8.85886817,0.517675319,5.390988307,5.788499286,6.783437724,5.332139161,5.584847067,6.298785927,4.831769889,-1.513528716,7.424847383,5.293912834,5.473454193,4.693722526,6.006721946,5.091532422,4.449781398,5.81272241,4.843086976,4.413190208,-5.534456218,3.09215965
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.751906115,4.027118948,2.685027006,3.772002838,4.447247481,4.43585904,4.822240115,4.164393782,1.022325262,1.798292194,2.717410581,3.7915129,3.460550832,2.772466237,2.015719892,0.19032007,-2.627118134,2.736368762,1.673279935,2.236265126,1.879791747,2.332052952,2.541510234,1.61424654,2.304819564,2.930989761,2.261148121,-2.962387632,5.837765895
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.579539159,1.729879488,3.899014221,3.191324301,4.220100304,3.291585621,3.369278424,3.492183364,1.177948695,4.788661219,4.239794296,12.2695481,2.529262658,7.073175318,5.374044152,2.649812038,0.295970914,6.03924948,5.091338139,5.06168207,5.614719623,6.092519139,4.264174529,0.033794488,-1.027250823,1.059943443,-0.839154678,-8.036213662,2.65605082
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.529794655,2.590186906,5.940031102,0.449879084,2.00715233,-3.200275527,0.900172519,2.100108827,,,,,,,,,,,,,,,,,,,,,
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.321655474,1.854778791,2.457244122,0.100530504,1.527475711,9.972614956,-0.219562518,-1.208477741,7.268134902,4.918470576,2.170610384,0.363801579,7.331868843,5.931049974,3.142724084,7.731414228,1.962600907,8.578166743,2.357756936,10.54894458,5.315130634,6.642136655,4.392648832,5.740893151,5.001359945,7.210803008,5.941396863,3.550227506,1.387129177
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.035118776,-1.814924483,-0.072664767,4.195924045,2.93709942,2.581254103,0.584126895,5.015934757,5.917684652,15.32915574,7.34719497,9.250558228,6.438516525,6.059428031,6.591130361,6.764472778,8.036925102,8.005655915,5.307924204,4.230061175,6.671335393,6.309718656,2.652693295,-1.61686895,0.80588662,1.922757342,2.208429277,-1.794253082,3.647186541
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.392935931,3.337725997,5.911907957,6.344268385,3.966650977,3.711681465,7.035970468,4.101590236,2.960843427,0.753938858,2.520732892,5.312170612,4.282398363,4.153199566,5.076701701,3.436373829,-3.292789619,4.409645499,6.317476383,6.495258014,4.927502861,4.78581617,4.792056766,4.563515388,4.630795521,-3.363705717,-3.779333196,-1.789975444,10.3443407
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.257552158,2.961092569,3.116035986,3.498742121,4.329053405,4.66391716,5.034048152,4.195642498,2.326955087,0.217273595,0.155645898,1.984945714,2.050876108,3.460988954,3.772842521,2.170324851,-3.666883937,1.342739336,1.551189312,-1.030353991,-0.130175288,1.423395395,1.959169721,2.191713719,2.910902513,2.360915095,1.955588416,-3.886083918,4.863219149
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.845324367,5.055427388,4.155491334,5.027947172,5.284592985,2.624426222,2.012863289,3.204979222,2.074790394,1.44625414,0.910105664,3.96941456,2.625419938,2.399828426,2.994287714,0.476345013,-1.727020309,0.701833824,0.981434479,2.703109471,1.034072914,1.969544301,1.967128438,1.071558977,2.323290208,1.118828479,0.745798219,-0.717182669,3.880936036
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.849850027,8.216002705,3.468451889,5.328284176,5.048612536,3.016389481,4.412573275,6.199999985,4.799892146,0.120143179,3.945037761,4.682603249,3.479181044,3.364614787,3.411560275,6.104639147,4.533078721,4.816414651,3.421828238,4.670122149,3.525153174,6.011482841,3.976053274,0.433113718,8.977279354,7.622376108,6.657055428,-2.369620627,4.246940141
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,-3.03030303,9.375,-22.85714286,22.22222222,9.090909091,11.11111111,10,11.36363636,30.6122449,26.5625,3.703703704,3.571428571,-5.747126437,6.097560976,0,1.149425287,1.5
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.391594827,5.118616077,4.722465368,3.615490176,2.049837077,0.797441296,5.451130583,2.905140655,3.464327387,4.674608962,4.549994884,4.028302741,3.320716818,2.881062303,3.028160489,-1.111523076,-0.135170176,1.523877571,2.251758633,2.245302935,2.695416618,3.815427603,3.744332198,3.767447717,3.578278276,3.359219548,2.192477216,-1.252664529,3.71401012
OECD members,OED,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.341722468,3.181031866,2.655923451,3.113714466,3.566763704,2.98978072,3.42567362,4.074943452,1.392026099,1.546363838,2.039804293,3.269256905,2.820833559,3.000615691,2.60079072,0.39672394,-3.370000042,2.985619729,1.867924371,1.386406603,1.518285911,2.092430567,2.434228444,1.827653082,2.493931435,2.354514528,1.74129964,-4.236143841,5.385066812
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.042960675,3.875774167,4.99681952,3.04593991,6.033512507,2.642338032,0.33149557,6.551066885,4.482802531,-1.100905293,-2.668591109,1.292205681,2.490221143,5.371888874,4.452683565,8.200078158,6.112395608,1.713985311,2.894609735,8.863122256,5.227704081,1.292252294,5.017057997,5.046423946,0.304057566,1.287103915,-1.128711062,-3.3797144,3.092276687
Other small states,OSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,4.116223188,4.5332962,4.49609039,9.026790452,5.748268595,10.84344652,9.853004496,7.31395723,1.582110085,8.720127391,7.556535909,3.397426605,3.69382847,3.853730149,3.134518947,2.984115624,1.325782313,2.222248732,2.172115282,-4.834499224,3.840278754
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.757747698,3.737415553,4.962609148,4.846581284,1.014396014,2.550234295,3.660132743,4.260088012,3.554418216,2.508337724,5.777033992,7.546860015,6.518778074,5.898984442,4.832817277,1.701405466,2.831658519,1.606688629,2.748405917,3.50703342,4.396456634,4.674707982,4.731147475,5.526735845,4.432625907,6.151702611,2.497636929,-1.274087443,6.487086774
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.455744436,2.850146814,1.751678757,4.079703206,6.46099044,7.341500703,3.917206589,2.715374155,0.574272791,2.229149417,4.205495945,7.522079658,7.191279402,8.652465611,11.98398539,9.855654852,1.242992318,5.827993494,11.31362591,9.778490071,6.903948051,5.066422355,5.733054296,4.953211423,5.591148876,3.685429938,2.979772001,-17.9448936,15.33587393
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.243577008,12.30836618,7.411395047,2.798973079,6.476824421,-0.391537556,1.494910643,2.694371398,0.617892326,5.453528938,4.165023137,4.958203206,6.285060325,7.528899044,8.518387769,9.126568301,1.095823659,8.332459107,6.327192402,6.139724706,5.852518211,2.382157372,3.252244772,3.953318715,2.518835442,3.969351341,2.240631769,-10.95269893,13.34950908
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.181889986,4.373665918,4.625225117,5.860347872,5.186411674,-0.5140906,3.346451184,4.382504833,3.04923151,3.716255002,5.086911135,6.569228512,4.942505119,5.316416821,6.51929155,4.344487305,1.448323063,7.33449996,3.858232828,6.896951711,6.750531301,6.347987483,6.348309717,7.14945675,6.930988326,6.341485572,6.118525662,-9.518294741,5.703155968
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,6.440106949,3.5793918,-3.263383214,4.856030279,3.959863679,-0.405643641,2.021141709,-5.781911421,-6.590472605,0.216093492,6.683667538,1.67259734,-3.387309936,6.293865865,7.539063225,-0.083373224,-4.078810923,0.108108108,0.395968323,-9.107206884,-13.33333333
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,18.20228595,5.94210906,-3.312448778,7.733695798,-3.904389656,-3.769113218,1.855553994,-2.494841993,-0.121288606,-0.158900533,2.164102502,2.721175741,6.344795923,5.409944091,7.815189229,-0.296457846,6.800421483,10.12845407,1.107543626,4.657119597,3.824946328,13.54377062,6.578356323,5.489573153,3.534610818,-0.279252285,4.480430622,-3.167381176,0.3
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.738310301,5.292802064,7.102865534,6.115542811,6.449003079,4.640514962,4.654891852,4.56098541,1.258569461,2.035863041,3.498391213,4.98284457,3.506834614,6.131136459,7.061534634,4.199981264,2.832184053,2.934638181,5.042187883,1.545221571,0.856557081,3.836958494,4.383298635,2.953508842,5.140017574,5.945208477,4.449987879,-2.020070734,6.847713362
Pre-demographic dividend,PRE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.178363429,0.14223576,3.149844967,5.594076687,6.671253048,6.834034254,4.217415294,5.516473249,4.56883879,5.698164732,-0.512416813,11.72853327,5.958746116,6.227663865,6.033539998,6.270312592,4.629679321,6.498021201,4.018997555,3.525787614,5.806965673,5.081226726,3.209054948,2.417544458,1.577273255,2.534125317,3.183480974,-2.414619739,3.111470847
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.644527001,4.185958613,4.548988106,2.313707509,4.880087209,5.530725612,5.389699928,3.271964529,6.313471555,0.916459384,0.053419805,8.748676927,-1.986938733,-1.409414024,-1.16280669,-1.84413425,-1.952425142,-0.413254118,-0.358510628,0.02927511,-0.306826657,-1.190363454,-1.049443651,-1.263002925,-2.885954759,-4.360606061,1.675063105,-4.353426337,0.207432829
